reviewer_name,show_title,season_num,review_score
IMDb,Voyager Storm Crimson,2,10
Rotten Tomatoes,Voyager Storm Crimson,2,14
IGN,Voyager Storm Crimson,3,10
Metacritic,Voyager Storm Crimson,3,74
Letterboxd,Voyager Storm Crimson,3,2
Roger Ebert,Broken Secret,1,1
CinemaScore,Broken Secret,1,23
FilmAffinity,Broken Secret,1,6
IGN,Broken Secret,2,4
FilmAffinity,Broken Secret,2,8
Rotten Tomatoes,Broken Secret,2,86
Metacritic,Broken Secret,2,80
Critic Circle,Broken Secret,2,1
Roger Ebert,Broken Secret,2,1
CinemaScore,Broken Secret,2,6
Letterboxd,Broken Secret,2,5
IMDb,Broken Secret,2,7
Audience Choice,Secret Eclipse,1,565
Roger Ebert,Secret Eclipse,1,3
IGN,Secret Eclipse,1,8
Metacritic,Secret Eclipse,2,51
Roger Ebert,Secret Eclipse,2,0
FilmAffinity,Secret Eclipse,2,3
CinemaScore,Secret Eclipse,2,2
IGN,Secret Eclipse,2,7
Critic Circle,Secret Eclipse,2,5
IMDb,Secret Eclipse,2,2
Audience Choice,Secret Eclipse,2,76
Letterboxd,Secret Eclipse,2,3
FilmAffinity,Secret Eclipse,3,5
CinemaScore,Secret Eclipse,3,71
IGN,Secret Eclipse,3,4
Rotten Tomatoes,Secret Eclipse,3,48
Audience Choice,Secret Eclipse,3,222
Roger Ebert,Secret Eclipse,3,4
Letterboxd,Secret Eclipse,4,0
Roger Ebert,Secret Eclipse,4,2
Metacritic,Secret Eclipse,4,50
Critic Circle,Secret Eclipse,4,4
IGN,Secret Eclipse,4,7
Audience Choice,Secret Eclipse,4,922
Critic Circle,Past Ancient Wild,1,0
Audience Choice,Past Ancient Wild,1,910
CinemaScore,Shadow Golden Star,1,83
Metacritic,Shadow Golden Star,1,92
IMDb,Shadow Golden Star,1,3
Audience Choice,Shadow Golden Star,1,396
Rotten Tomatoes,Shadow Golden Star,1,5
Letterboxd,Shadow Golden Star,1,4
Roger Ebert,Shadow Golden Star,1,0
Critic Circle,Shadow Golden Star,1,1
FilmAffinity,Shadow Golden Star,2,1
CinemaScore,Shadow Golden Star,2,79
Audience Choice,Shadow Golden Star,2,961
Critic Circle,Shadow Golden Star,2,5
IGN,Shadow Golden Star,3,3
Letterboxd,Shadow Golden Star,3,0
Rotten Tomatoes,Sky Crystal,1,73
Letterboxd,Sky Crystal,1,3
Audience Choice,Sky Crystal,1,472
IGN,Sky Crystal,1,0
Letterboxd,Sky Crystal,2,3
FilmAffinity,Sky Crystal,2,7
Critic Circle,Sky Crystal,2,4
IGN,Sky Crystal,2,6
IMDb,Sky Crystal,2,6
Audience Choice,Sky Crystal,2,990
Rotten Tomatoes,Sky Crystal,2,77
Roger Ebert,Sky Crystal,2,0
Metacritic,Sky Crystal,2,26
Letterboxd,Sky Crystal,3,5
IMDb,Sky Crystal,3,0
IGN,Eternal Hidden,1,6
Audience Choice,Eternal Hidden,1,690
Critic Circle,Eternal Hidden,1,3
Roger Ebert,Eternal Hidden,1,1
Metacritic,Eternal Hidden,1,93
IMDb,Eternal Hidden,1,6
Letterboxd,Eternal Hidden,1,0
FilmAffinity,Eternal Hidden,1,2
CinemaScore,Eternal Hidden,1,18
IGN,Eternal Hidden,2,5
Rotten Tomatoes,Eternal Hidden,2,66
Letterboxd,Eternal Hidden,2,3
Audience Choice,Eternal Hidden,2,429
Roger Ebert,Eternal Hidden,2,3
CinemaScore,Eternal Hidden,2,65
IMDb,Eternal Hidden,2,8
Critic Circle,Eternal Hidden,2,5
Metacritic,Eternal Hidden,2,0
Letterboxd,Fury Rising Sky,1,0
CinemaScore,Fury Rising Sky,1,82
Critic Circle,Fury Rising Sky,1,3
FilmAffinity,Fury Rising Sky,1,10
Audience Choice,Fury Rising Sky,1,656
Roger Ebert,Fury Rising Sky,1,1
IMDb,Fury Rising Sky,1,2
Audience Choice,Fury Rising Sky,2,556
Metacritic,Fury Rising Sky,2,44
IMDb,Fury Rising Sky,2,10
IGN,Fury Rising Sky,2,6
Rotten Tomatoes,Fury Rising Sky,2,87
CinemaScore,Fury Rising Sky,2,52
Roger Ebert,Fury Rising Sky,2,4
Letterboxd,Fury Rising Sky,2,1
FilmAffinity,Fury Rising Sky,2,1
FilmAffinity,Shadow Golden Ancient,1,9
Critic Circle,Shadow Golden Ancient,1,4
CinemaScore,Shadow Golden Ancient,1,69
IGN,Shadow Golden Ancient,1,5
IMDb,Shadow Golden Ancient,1,10
Letterboxd,Shadow Golden Ancient,1,1
Critic Circle,Star Magic Ancient,1,3
FilmAffinity,Star Magic Ancient,1,8
Rotten Tomatoes,Star Magic Ancient,1,36
Letterboxd,Star Magic Ancient,1,4
Audience Choice,Star Magic Ancient,1,802
IGN,Star Magic Ancient,1,1
Roger Ebert,Star Magic Ancient,1,4
Audience Choice,Voyager Echo,1,596
Letterboxd,Voyager Echo,1,3
Rotten Tomatoes,Voyager Echo,2,9
Roger Ebert,Voyager Echo,2,3
Audience Choice,Voyager Echo,2,598
IMDb,Voyager Echo,2,0
Letterboxd,Voyager Echo,2,5
CinemaScore,Voyager Echo,2,8
CinemaScore,Voyager Echo,3,76
Critic Circle,Voyager Echo,3,0
Metacritic,Voyager Echo,3,34
IMDb,Voyager Echo,3,8
Rotten Tomatoes,Voyager Echo,3,46
IMDb,Ancient Magic Voyager,1,10
Critic Circle,Ancient Magic Voyager,1,2
Rotten Tomatoes,Ancient Magic Voyager,1,61
CinemaScore,Ancient Magic Voyager,2,8
Audience Choice,Ancient Magic Voyager,2,254
FilmAffinity,Ancient Magic Voyager,2,7
Rotten Tomatoes,Ancient Magic Voyager,2,48
Letterboxd,Ancient Magic Voyager,2,3
IMDb,Ancient Magic Voyager,2,9
Rotten Tomatoes,Ancient Magic Voyager,3,20
Roger Ebert,Ancient Magic Voyager,3,2
Audience Choice,Ancient Magic Voyager,3,754
CinemaScore,Ancient Magic Voyager,3,53
FilmAffinity,Ancient Magic Voyager,3,1
Letterboxd,Ancient Magic Voyager,3,5
Metacritic,Ancient Magic Voyager,3,10
IGN,Ancient Magic Voyager,3,2
Critic Circle,Ancient Magic Voyager,3,4
FilmAffinity,Magic Future,1,5
Metacritic,Magic Future,1,32
Critic Circle,Magic Future,1,2
Roger Ebert,Magic Future,1,0
Roger Ebert,Magic Future,2,3
Audience Choice,Magic Future,2,822
Letterboxd,Magic Future,2,4
IGN,Magic Future,2,7
Metacritic,Magic Future,2,16
Critic Circle,Magic Future,2,2
IMDb,Magic Future,2,7
Rotten Tomatoes,Magic Future,3,70
CinemaScore,Crystal Rising,1,69
FilmAffinity,Crystal Rising,1,1
Audience Choice,Crystal Rising,1,32
Critic Circle,Crystal Rising,2,0
IGN,Crystal Rising,2,7
FilmAffinity,Crystal Rising,2,7
Rotten Tomatoes,Crystal Rising,2,83
Audience Choice,Crystal Rising,2,407
CinemaScore,Crystal Rising,2,50
Metacritic,Crystal Rising,2,79
Roger Ebert,Silver Nightfall Whispers,1,3
Rotten Tomatoes,Silver Nightfall Whispers,1,88
Critic Circle,Silver Nightfall Whispers,1,3
Metacritic,Silver Nightfall Whispers,1,8
CinemaScore,Silver Nightfall Whispers,1,7
IGN,Silver Nightfall Whispers,1,3
FilmAffinity,Silver Nightfall Whispers,1,4
IMDb,Silver Nightfall Whispers,1,0
Letterboxd,Silver Nightfall Whispers,1,0
Roger Ebert,Silver Nightfall Whispers,2,0
Letterboxd,Silver Nightfall Whispers,2,2
Critic Circle,Silver Nightfall Whispers,2,4
IGN,Silver Nightfall Whispers,2,2
Audience Choice,Silver Nightfall Whispers,2,308
Metacritic,Silver Nightfall Whispers,2,47
Critic Circle,Silver Nightfall Whispers,3,4
CinemaScore,Silver Nightfall Whispers,3,17
Audience Choice,Silver Nightfall Whispers,3,606
Letterboxd,Silver Nightfall Whispers,3,4
IMDb,Silver Nightfall Whispers,3,0
CinemaScore,Silver Nightfall Whispers,4,21
IMDb,Broken Silver,1,8
IGN,Broken Silver,2,2
Letterboxd,Broken Silver,2,2
IMDb,Broken Silver,2,5
Roger Ebert,Broken Silver,2,1
CinemaScore,Broken Silver,2,12
Rotten Tomatoes,Broken Silver,2,12
FilmAffinity,Broken Silver,2,0
Metacritic,Broken Silver,2,96
IMDb,Broken Silver,3,2
Critic Circle,Broken Silver,3,4
Roger Ebert,Broken Silver,3,3
IGN,Broken Silver,3,0
Audience Choice,Broken Silver,3,101
Letterboxd,Broken Silver,3,4
IMDb,Horizon Eclipse Crystal,1,6
CinemaScore,Horizon Eclipse Crystal,2,1
Metacritic,Horizon Eclipse Crystal,2,29
IMDb,Horizon Eclipse Crystal,2,7
IGN,Horizon Eclipse Crystal,2,5
FilmAffinity,Horizon Eclipse Crystal,2,8
Roger Ebert,Horizon Eclipse Crystal,2,2
Metacritic,Horizon Eclipse Crystal,3,40
FilmAffinity,Horizon Eclipse Crystal,3,9
Roger Ebert,Horizon Eclipse Crystal,3,0
Critic Circle,Horizon Eclipse Crystal,3,0
CinemaScore,Horizon Eclipse Crystal,3,11
IGN,Future Rising,1,0
CinemaScore,Future Rising,1,88
Metacritic,Future Rising,1,63
Critic Circle,Future Rising,1,2
Letterboxd,Future Rising,1,5
Roger Ebert,Future Rising,2,1
Rotten Tomatoes,Future Rising,2,35
IGN,Future Rising,2,1
IMDb,Future Rising,2,0
FilmAffinity,Future Rising,2,1
FilmAffinity,Future Rising,3,9
Metacritic,Future Rising,3,43
Critic Circle,Future Rising,3,5
Rotten Tomatoes,Future Rising,3,6
IGN,Future Rising,3,6
Letterboxd,Future Rising,3,3
Roger Ebert,Future Rising,3,0
Roger Ebert,Crimson Broken Silver,1,4
Audience Choice,Crimson Broken Silver,1,733
CinemaScore,Crimson Broken Silver,1,53
Metacritic,Crimson Broken Silver,1,87
IMDb,Crimson Broken Silver,1,4
IGN,Crimson Broken Silver,1,2
Critic Circle,Crimson Broken Silver,1,4
FilmAffinity,Crimson Broken Silver,2,2
CinemaScore,Crimson Broken Silver,2,85
IGN,Crimson Broken Silver,2,2
Audience Choice,Crimson Broken Silver,2,270
Letterboxd,Crimson Broken Silver,2,1
Critic Circle,Crimson Broken Silver,3,0
Roger Ebert,Crimson Broken Silver,3,0
FilmAffinity,Crimson Broken Silver,3,6
Audience Choice,Crimson Broken Silver,3,495
IGN,Crimson Broken Silver,3,5
Letterboxd,Crimson Broken Silver,3,1
IMDb,Crimson Broken Silver,3,6
CinemaScore,Crimson Broken Silver,3,33
Letterboxd,Crimson Broken Silver,4,2
FilmAffinity,Crimson Broken Silver,4,9
IMDb,Crimson Broken Silver,4,9
FilmAffinity,Horizon Future,1,5
CinemaScore,Horizon Future,1,88
Audience Choice,Horizon Future,1,54
IGN,Horizon Future,1,7
Letterboxd,Horizon Future,1,3
Critic Circle,Horizon Future,1,4
Rotten Tomatoes,Horizon Future,2,14
IGN,Horizon Future,2,7
Letterboxd,Horizon Future,2,3
Roger Ebert,Horizon Future,2,3
FilmAffinity,Horizon Future,2,3
Rotten Tomatoes,Horizon Future,3,22
Roger Ebert,Horizon Future,3,0
FilmAffinity,Horizon Future,3,10
Letterboxd,Horizon Future,3,2
IMDb,Horizon Future,3,0
Audience Choice,Horizon Future,4,903
IGN,Horizon Future,4,9
CinemaScore,Horizon Future,4,30
FilmAffinity,Horizon Future,4,8
Letterboxd,Horizon Future,4,5
Metacritic,Nightfall Echo,1,71
Letterboxd,Nightfall Echo,1,1
Rotten Tomatoes,Nightfall Echo,1,72
Audience Choice,Nightfall Echo,1,771
IMDb,Nightfall Echo,1,4
Audience Choice,Horizon Dreams,1,522
Critic Circle,Horizon Dreams,1,5
IMDb,Horizon Dreams,1,4
Roger Ebert,Horizon Dreams,1,4
FilmAffinity,Horizon Dreams,1,7
IGN,Horizon Dreams,1,0
CinemaScore,Horizon Dreams,1,52
Audience Choice,Horizon Dreams,2,799
Roger Ebert,Horizon Dreams,2,0
IMDb,Horizon Dreams,3,7
Metacritic,Horizon Dreams,3,44
Audience Choice,Horizon Dreams,3,463
Roger Ebert,Horizon Dreams,3,2
Letterboxd,Horizon Dreams,3,2
Metacritic,Whispers Sky Star,1,70
Roger Ebert,Whispers Sky Star,1,0
Letterboxd,Whispers Sky Star,1,0
Audience Choice,Whispers Sky Star,2,677
IMDb,Whispers Sky Star,2,9
FilmAffinity,Whispers Sky Star,2,0
Rotten Tomatoes,Whispers Sky Star,2,96
Metacritic,Whispers Sky Star,2,42
CinemaScore,Whispers Sky Star,2,94
Letterboxd,Whispers Sky Star,2,3
Roger Ebert,Whispers Sky Star,2,0
IGN,Whispers Sky Star,2,0
Audience Choice,Whispers Sky Star,3,853
Roger Ebert,Whispers Sky Star,3,4
IGN,Whispers Sky Star,3,4
CinemaScore,Whispers Sky Star,3,25
CinemaScore,Wild Golden,1,3
Roger Ebert,Wild Golden,1,0
IGN,Wild Golden,1,1
Rotten Tomatoes,Wild Golden,1,58
Critic Circle,Wild Golden,1,5
Letterboxd,Wild Golden,1,0
Metacritic,Wild Golden,1,66
CinemaScore,Wild Golden,2,26
Letterboxd,Wild Golden,2,3
Metacritic,Wild Golden,2,44
Roger Ebert,Wild Golden,2,1
IMDb,Wild Golden,2,4
Critic Circle,Wild Golden,2,0
Metacritic,Galaxy Hidden Broken,2,33
Rotten Tomatoes,Galaxy Hidden Broken,2,84
Roger Ebert,Galaxy Hidden Broken,2,2
IGN,Galaxy Hidden Broken,2,2
Critic Circle,Galaxy Hidden Broken,2,2
IMDb,Galaxy Hidden Broken,3,5
Roger Ebert,Galaxy Hidden Broken,4,2
CinemaScore,Galaxy Hidden Broken,4,78
Metacritic,Galaxy Hidden Broken,4,76
Rotten Tomatoes,Hidden Dreams Silver,1,18
FilmAffinity,Hidden Dreams Silver,1,5
Critic Circle,Hidden Dreams Silver,1,2
IMDb,Hidden Dreams Silver,1,9
Metacritic,Hidden Dreams Silver,1,39
CinemaScore,Hidden Dreams Silver,1,67
Roger Ebert,Hidden Dreams Silver,2,1
IMDb,Hidden Dreams Silver,2,6
CinemaScore,Hidden Dreams Silver,2,78
FilmAffinity,Hidden Dreams Silver,2,2
Metacritic,Hidden Dreams Silver,2,14
IGN,Hidden Dreams Silver,2,3
Audience Choice,Hidden Dreams Silver,2,356
IGN,Hidden Dreams Silver,3,5
Critic Circle,Hidden Dreams Silver,3,5
FilmAffinity,Hidden Dreams Silver,3,1
Letterboxd,Hidden Dreams Silver,3,5
Rotten Tomatoes,Hidden Dreams Silver,3,47
CinemaScore,River Voyager Crimson,1,37
Audience Choice,River Voyager Crimson,1,281
Rotten Tomatoes,River Voyager Crimson,1,58
Roger Ebert,River Voyager Crimson,1,4
Critic Circle,River Voyager Crimson,3,0
Metacritic,River Voyager Crimson,3,75
CinemaScore,River Voyager Crimson,4,33
IGN,River Voyager Crimson,4,0
Rotten Tomatoes,River Voyager Crimson,4,59
Critic Circle,River Voyager Crimson,4,4
CinemaScore,Fading River,1,99
IGN,Fading River,1,6
Letterboxd,Fading River,1,3
CinemaScore,Fading River,2,38
Metacritic,Fading River,3,37
IGN,Fading River,3,4
FilmAffinity,Fading River,3,3
Audience Choice,Fading River,3,352
Letterboxd,Fading River,3,0
Roger Ebert,Fading River,3,4
Rotten Tomatoes,Fading River,3,86
IMDb,Fading River,3,6
CinemaScore,Fading River,3,46
CinemaScore,Echo Kingdom,2,35
Audience Choice,Echo Kingdom,2,802
Letterboxd,Echo Kingdom,2,2
FilmAffinity,Echo Kingdom,2,7
IMDb,Echo Kingdom,2,3
Metacritic,Echo Kingdom,2,40
Rotten Tomatoes,Echo Kingdom,2,51
IGN,Echo Kingdom,2,1
Critic Circle,Echo Kingdom,2,0
Roger Ebert,Echo Kingdom,3,0
Rotten Tomatoes,Echo Kingdom,3,4
IMDb,Echo Kingdom,3,7
Audience Choice,Echo Kingdom,3,604
CinemaScore,Echo Kingdom,3,65
FilmAffinity,Echo Kingdom,3,10
CinemaScore,Nightfall River Voyager,1,25
Critic Circle,Nightfall River Voyager,1,0
Rotten Tomatoes,Nightfall River Voyager,1,95
FilmAffinity,Nightfall River Voyager,1,4
Audience Choice,Nightfall River Voyager,1,164
Metacritic,Nightfall River Voyager,1,65
IMDb,Nightfall River Voyager,1,2
Critic Circle,Nightfall River Voyager,2,4
FilmAffinity,Nightfall River Voyager,2,7
IGN,Nightfall River Voyager,2,2
CinemaScore,Nightfall River Voyager,2,70
Letterboxd,Nightfall River Voyager,2,3
IMDb,Nightfall River Voyager,2,2
Rotten Tomatoes,Nightfall River Voyager,2,81
Metacritic,Nightfall River Voyager,2,39
Roger Ebert,Nightfall River Voyager,2,3
FilmAffinity,Nightfall River Voyager,3,0
IGN,Nightfall River Voyager,3,6
Letterboxd,Nightfall River Voyager,3,2
CinemaScore,Nightfall River Voyager,3,90
CinemaScore,Nightfall River Voyager,4,54
Metacritic,Nightfall River Voyager,4,62
IMDb,Nightfall River Voyager,4,3
Rotten Tomatoes,Nightfall River Voyager,4,73
Critic Circle,Nightfall River Voyager,4,5
IMDb,Legends Magic,1,1
CinemaScore,Legends Magic,1,6
Rotten Tomatoes,Legends Magic,1,60
Letterboxd,Legends Magic,1,4
Metacritic,Legends Magic,1,1
Rotten Tomatoes,Voyager Kingdom Magic,1,76
IMDb,Voyager Kingdom Magic,1,9
FilmAffinity,Voyager Kingdom Magic,1,6
IGN,Voyager Kingdom Magic,1,4
Letterboxd,Voyager Kingdom Magic,1,3
Metacritic,Voyager Kingdom Magic,1,80
Critic Circle,Voyager Kingdom Magic,1,5
FilmAffinity,Voyager Kingdom Magic,2,10
IGN,Voyager Kingdom Magic,2,0
Roger Ebert,Voyager Kingdom Magic,2,3
Letterboxd,Voyager Kingdom Magic,2,1
Critic Circle,Voyager Kingdom Magic,2,0
IMDb,Voyager Kingdom Magic,3,8
Metacritic,Voyager Kingdom Magic,3,83
Roger Ebert,Voyager Kingdom Magic,3,0
Audience Choice,Voyager Kingdom Magic,3,868
Letterboxd,Voyager Kingdom Magic,4,1
Rotten Tomatoes,Voyager Kingdom Magic,4,73
FilmAffinity,Voyager Kingdom Magic,4,4
Roger Ebert,Voyager Kingdom Magic,4,0
IGN,Voyager Kingdom Magic,4,8
Metacritic,Voyager Kingdom Magic,4,83
Critic Circle,Voyager Kingdom Magic,4,0
IMDb,Voyager Kingdom Magic,4,0
Audience Choice,Voyager Kingdom Magic,4,522
Letterboxd,Silver Nightfall,1,1
Audience Choice,Silver Nightfall,1,656
Roger Ebert,Silver Nightfall,1,3
Critic Circle,Silver Nightfall,1,5
Metacritic,Silver Nightfall,1,43
Rotten Tomatoes,Silver Nightfall,1,47
IMDb,Silver Nightfall,1,1
Letterboxd,Silver Nightfall,2,0
Metacritic,Silver Nightfall,3,64
Critic Circle,Silver Nightfall,3,1
IMDb,Silver Nightfall,3,5
Audience Choice,Magic Fury Broken,1,832
FilmAffinity,Magic Fury Broken,1,10
CinemaScore,Magic Fury Broken,1,11
IGN,Magic Fury Broken,1,1
Rotten Tomatoes,Magic Fury Broken,1,7
IMDb,Magic Fury Broken,1,7
Letterboxd,Magic Fury Broken,1,4
Letterboxd,Magic Fury Broken,4,0
Roger Ebert,Magic Fury Broken,4,2
Metacritic,Magic Fury Broken,4,34
FilmAffinity,Magic Fury Broken,4,4
IGN,Magic Fury Broken,4,6
CinemaScore,Magic Fury Broken,4,89
Critic Circle,Magic Fury Broken,4,5
Audience Choice,Magic Fury Broken,4,683
Metacritic,Kingdom Nightfall Neon,1,55
Roger Ebert,Kingdom Nightfall Neon,1,2
Rotten Tomatoes,Kingdom Nightfall Neon,1,76
Critic Circle,Kingdom Nightfall Neon,1,2
Letterboxd,Kingdom Nightfall Neon,2,0
CinemaScore,Kingdom Nightfall Neon,2,86
IGN,Kingdom Nightfall Neon,2,5
Rotten Tomatoes,Kingdom Nightfall Neon,2,70
IMDb,Kingdom Nightfall Neon,2,4
FilmAffinity,Kingdom Nightfall Neon,2,6
Roger Ebert,Kingdom Nightfall Neon,2,2
Critic Circle,Kingdom Nightfall Neon,2,4
Critic Circle,Kingdom Nightfall Neon,3,1
Metacritic,Kingdom Nightfall Neon,3,14
IMDb,Kingdom Nightfall Neon,3,6
IGN,Kingdom Nightfall Neon,3,5
Rotten Tomatoes,Phantom Nightfall Hidden,2,53
Letterboxd,Phantom Nightfall Hidden,2,0
Critic Circle,Phantom Nightfall Hidden,2,5
IMDb,Phantom Nightfall Hidden,2,6
Metacritic,Phantom Nightfall Hidden,2,63
Audience Choice,Phantom Nightfall Hidden,2,699
FilmAffinity,Phantom Nightfall Hidden,2,8
Critic Circle,Crimson Legends,1,4
Metacritic,Crimson Legends,1,84
IMDb,Crimson Legends,2,4
Audience Choice,Crimson Legends,2,837
Rotten Tomatoes,Crimson Legends,2,8
Roger Ebert,Crimson Legends,2,2
FilmAffinity,Crimson Legends,2,2
CinemaScore,Crimson Legends,2,11
Critic Circle,Crimson Legends,2,0
Letterboxd,Crimson Legends,3,0
CinemaScore,Crimson Legends,3,24
Rotten Tomatoes,Crimson Legends,3,86
Metacritic,Legends Hidden Future,1,83
FilmAffinity,Legends Hidden Future,1,2
Audience Choice,Legends Hidden Future,1,772
Critic Circle,Legends Hidden Future,1,2
Rotten Tomatoes,Legends Hidden Future,1,32
Letterboxd,Legends Hidden Future,1,1
IMDb,Legends Hidden Future,1,1
Roger Ebert,Legends Hidden Future,1,4
CinemaScore,Legends Hidden Future,1,62
Metacritic,Legends Hidden Future,2,100
IMDb,Legends Hidden Future,2,7
Rotten Tomatoes,Legends Hidden Future,2,27
CinemaScore,Legends Hidden Future,2,24
Roger Ebert,Legends Hidden Future,2,4
FilmAffinity,Legends Hidden Future,2,10
IGN,Legends Hidden Future,2,5
Letterboxd,Star Future,2,3
Letterboxd,Star Future,3,5
Roger Ebert,Star Future,3,2
Critic Circle,Star Future,3,4
IGN,Star Future,3,3
IMDb,Star Future,3,0
Rotten Tomatoes,Star Future,3,47
Audience Choice,Star Future,3,166
Metacritic,Star Future,3,70
IMDb,Voyager Secret Rising,1,4
Letterboxd,Voyager Secret Rising,1,1
FilmAffinity,Voyager Secret Rising,1,3
CinemaScore,Phantom Wild,1,18
Critic Circle,Phantom Wild,1,2
Rotten Tomatoes,Phantom Wild,1,76
Audience Choice,Phantom Wild,1,689
Metacritic,Phantom Wild,1,7
FilmAffinity,Phantom Wild,1,0
IMDb,Phantom Wild,1,0
Roger Ebert,Phantom Wild,2,0
Audience Choice,Phantom Wild,2,222
Metacritic,Phantom Wild,2,50
IGN,Phantom Wild,2,2
Critic Circle,Phantom Wild,2,3
FilmAffinity,Phantom Wild,2,2
IMDb,Phantom Wild,2,1
Rotten Tomatoes,Phantom Wild,2,68
IMDb,Phantom Wild,3,8
FilmAffinity,Phantom Wild,3,7
Metacritic,Magic Phantom,1,16
IMDb,Magic Phantom,1,10
Roger Ebert,Magic Phantom,1,4
Letterboxd,Magic Phantom,1,1
CinemaScore,Magic Phantom,1,55
IGN,Magic Phantom,1,1
Audience Choice,Magic Phantom,1,29
Letterboxd,Crystal Wild Golden,1,5
Rotten Tomatoes,Crystal Wild Golden,1,85
Rotten Tomatoes,Crystal Wild Golden,2,1
Roger Ebert,Crystal Wild Golden,2,0
Metacritic,Crystal Wild Golden,2,46
FilmAffinity,Crystal Wild Golden,2,4
IMDb,Crystal Wild Golden,2,3
Audience Choice,Crystal Wild Golden,3,951
FilmAffinity,Crystal Wild Golden,3,4
Rotten Tomatoes,Crystal Wild Golden,3,42
Metacritic,Crystal Wild Golden,3,42
Letterboxd,Crystal Wild Golden,3,2
Roger Ebert,Crystal Wild Golden,3,4
CinemaScore,Crystal Wild Golden,3,88
Critic Circle,Crystal Wild Golden,3,1
IGN,Crystal Wild Golden,3,2
Letterboxd,Crystal Wild Golden,4,4
IMDb,Crystal Wild Golden,4,8
Audience Choice,Crystal Wild Golden,4,780
Metacritic,Crystal Wild Golden,4,24
CinemaScore,Crystal Wild Golden,4,85
IGN,Phantom Past,1,7
IMDb,Phantom Past,1,8
Rotten Tomatoes,Phantom Past,1,83
Letterboxd,Phantom Past,1,2
Metacritic,Phantom Past,1,16
Audience Choice,Phantom Past,1,320
Roger Ebert,Phantom Past,1,1
IMDb,Phantom Past,2,9
FilmAffinity,Silent Shadow Crimson,1,6
CinemaScore,Silent Shadow Crimson,1,59
Roger Ebert,Silent Shadow Crimson,1,1
IMDb,Silent Shadow Crimson,1,4
IGN,Silent Shadow Crimson,1,5
Metacritic,Silent Shadow Crimson,1,53
Rotten Tomatoes,Silent Shadow Crimson,1,29
Letterboxd,Silent Shadow Crimson,1,2
CinemaScore,Nightfall Magic,1,40
IGN,Nightfall Magic,1,8
Roger Ebert,Nightfall Magic,1,0
Rotten Tomatoes,Nightfall Magic,1,34
Audience Choice,Nightfall Magic,1,16
Letterboxd,Nightfall Magic,1,2
IMDb,Nightfall Magic,2,7
FilmAffinity,Nightfall Magic,2,6
Metacritic,Nightfall Magic,2,63
Audience Choice,Magic Silent Horizon,1,228
Critic Circle,Magic Silent Horizon,1,1
CinemaScore,Magic Silent Horizon,4,2
Letterboxd,Magic Silent Horizon,4,5
IMDb,Magic Silent Horizon,4,1
FilmAffinity,Magic Silent Horizon,4,9
Roger Ebert,Magic Silent Horizon,4,0
Metacritic,Magic Silent Horizon,4,41
FilmAffinity,Shadow Magic Galaxy,1,5
Rotten Tomatoes,Shadow Magic Galaxy,1,83
IGN,Shadow Magic Galaxy,1,4
Roger Ebert,Shadow Magic Galaxy,1,4
Metacritic,Shadow Magic Galaxy,1,40
Audience Choice,Shadow Magic Galaxy,1,819
Critic Circle,Shadow Magic Galaxy,2,4
Metacritic,Shadow Magic Galaxy,3,58
IMDb,Shadow Magic Galaxy,3,8
Audience Choice,Shadow Magic Galaxy,3,707
FilmAffinity,Shadow Magic Galaxy,3,8
Letterboxd,Shadow Magic Galaxy,3,5
Critic Circle,Shadow Magic Galaxy,3,0
Roger Ebert,Shadow Magic Galaxy,3,2
IGN,Shadow Magic Galaxy,4,1
Audience Choice,Shadow Magic Galaxy,4,946
IMDb,Shadow Magic Galaxy,4,0
Metacritic,River Ancient Secret,1,53
Critic Circle,River Ancient Secret,1,0
CinemaScore,River Ancient Secret,1,90
Audience Choice,River Ancient Secret,2,498
Roger Ebert,River Ancient Secret,2,4
FilmAffinity,River Ancient Secret,2,2
Rotten Tomatoes,River Ancient Secret,2,0
CinemaScore,River Ancient Secret,3,63
Rotten Tomatoes,River Ancient Secret,3,17
Audience Choice,River Ancient Secret,3,840
Metacritic,River Ancient Secret,3,2
IGN,River Ancient Secret,3,7
FilmAffinity,River Ancient Secret,3,8
Critic Circle,River Ancient Secret,3,5
Letterboxd,Echo Midnight,1,3
Rotten Tomatoes,Echo Midnight,1,28
FilmAffinity,Echo Midnight,1,0
IMDb,Echo Midnight,1,4
Roger Ebert,Echo Midnight,1,0
Audience Choice,Echo Midnight,1,549
CinemaScore,Echo Midnight,1,22
Metacritic,Echo Midnight,1,31
IGN,Echo Midnight,1,10
Audience Choice,Echo Midnight,2,117
Rotten Tomatoes,Echo Midnight,2,62
IGN,Echo Midnight,2,8
Roger Ebert,Echo Midnight,2,0
Letterboxd,Echo Midnight,2,4
FilmAffinity,Echo Midnight,2,7
Critic Circle,Echo Midnight,2,5
IMDb,Echo Midnight,3,2
FilmAffinity,Echo Midnight,3,1
Audience Choice,Echo Midnight,4,581
Roger Ebert,Echo Midnight,4,1
Letterboxd,Echo Midnight,4,4
IGN,Echo Midnight,4,0
CinemaScore,Echo Midnight,4,56
Audience Choice,Crimson Midnight,1,386
Critic Circle,Crimson Midnight,1,2
IGN,Crimson Midnight,1,10
Critic Circle,Crimson Midnight,2,0
Rotten Tomatoes,Crimson Midnight,2,38
FilmAffinity,Voyager Midnight Star,1,9
