stage_name,show_title,season_num,ep_num
Neon Crest,Eclipse Whispers,1,8
Harper Taylor,Eclipse Whispers,1,8
Emerald Reef,Eclipse Whispers,1,8
Lucky Token,Eclipse Whispers,1,8
Liam Garcia,Eclipse Whispers,1,9
Jack Wilson,Eclipse Whispers,1,9
Golden Pilot,Eclipse Whispers,1,9
Crystal Phoenix,Eclipse Whispers,1,10
Liam Garcia Kim,Eclipse Whispers,1,10
Golden Pilot,Eclipse Whispers,1,10
Ethan Martinez,Eclipse Whispers,1,11
Amelia Garcia,Eclipse Whispers,1,11
Prime Rebel,Eclipse Whispers,1,11
Wild Voyager,Eclipse Whispers,2,1
Logan Martin,Eclipse Whispers,2,1
Logan Johnson,Eclipse Whispers,2,1
Mia Hernandez,Eclipse Whispers,2,2
Prime Rebel,Eclipse Whispers,2,2
Royal Shade,Eclipse Whispers,2,2
Emma Williams Jr,Eclipse Whispers,2,2
Emerald Reef,Eclipse Whispers,2,3
Noah Moore Miller,Eclipse Whispers,2,3
Blue Dancer,Eclipse Whispers,2,3
Lucas Rodriguez Jr,Eclipse Whispers,2,3
Mia Martin,Eclipse Whispers,2,4
Ethan Davis,Eclipse Whispers,2,4
Olivia Martinez,Eclipse Whispers,2,4
Scarlet Crest,Eclipse Whispers,2,4
Isabella Williams,Eclipse Whispers,2,5
Noah Moore Miller,Eclipse Whispers,2,5
Urban Quest,Eclipse Whispers,2,5
Lucas Rodriguez,Eclipse Whispers,2,6
James Brown,Eclipse Whispers,2,6
Ava Martin,Eclipse Whispers,2,6
Ella Martinez,Eclipse Whispers,2,7
Mia Jones,Eclipse Whispers,2,7
Logan Gonzalez,Eclipse Whispers,2,8
Iron Hawk,Eclipse Whispers,2,9
Isabella Jones,Eclipse Whispers,2,9
Crystal Whisper,Eclipse Whispers,2,10
Isabella Williams White,Storm Horizon Legends,1,1
Wild Shadow,Storm Horizon Legends,1,1
Mason Hernandez,Storm Horizon Legends,1,1
Fierce Raven,Storm Horizon Legends,1,1
Mason Garcia,Storm Horizon Legends,1,2
Lucas Gonzalez,Storm Horizon Legends,1,2
Golden Pulse,Storm Horizon Legends,1,2
Liam Garcia,Storm Horizon Legends,1,2
Iron Hawk,Storm Horizon Legends,1,3
Chrome Phoenix,Storm Horizon Legends,1,3
Olivia Bones,Storm Horizon Legends,1,3
John Rodriguez,Storm Horizon Legends,1,3
Swift Pulse,Storm Horizon Legends,1,4
Mia Gonzalez,Storm Horizon Legends,1,4
Luna Anderson White,Storm Horizon Legends,1,4
Ivory Spark,Storm Horizon Legends,1,4
Isabella Jones,Storm Horizon Legends,1,5
Sophia Jones,Storm Horizon Legends,1,5
Rapid River,Storm Horizon Legends,1,5
Ella Garcia Nguyen,Storm Horizon Legends,1,6
Isabella Williams,Storm Horizon Legends,1,6
Olivia Anderson,Storm Horizon Legends,1,6
Logan Rodriguez,Storm Horizon Legends,1,7
Jack Lopez,Storm Horizon Legends,1,7
Atomic Wolf,Storm Horizon Legends,1,7
Dynamic Raven,Storm Horizon Legends,1,8
Noah Johnson,Storm Horizon Legends,1,8
Cinder Canyon,Storm Horizon Legends,1,9
Liam Garcia Johnson,Storm Horizon Legends,1,9
Atomic Hawk,Storm Horizon Legends,1,9
Logan Johnson Davis,Storm Horizon Legends,1,9
Emerald Rider,Storm Horizon Legends,1,10
Crimson Phoenix,Storm Horizon Legends,1,10
Solar Rider,Storm Horizon Legends,1,10
Swift Voyager,Storm Horizon Legends,1,11
Midnight Crest Jr,Storm Horizon Legends,1,11
Henry Anderson,Storm Horizon Legends,1,11
Lucky Voyager,Storm Horizon Legends,2,1
Midnight Crest Jr,Storm Horizon Legends,2,2
Isabella Gonzalez,Storm Horizon Legends,2,2
Rustic Gale,Storm Horizon Legends,2,2
Henry Thomas Jr,Storm Horizon Legends,2,3
Luna Thomas,Storm Horizon Legends,2,4
Harper Brown Jr,Storm Horizon Legends,2,4
Emerald Blaze,Storm Horizon Legends,2,4
Onyx Viper,Storm Horizon Legends,2,4
Emerald Voyager,Storm Horizon Legends,2,5
Ivory Wolf,Storm Horizon Legends,2,5
Mia Taylor,Storm Horizon Legends,2,5
Wild Shadow,Storm Horizon Legends,2,6
Amelia Hernandez,Storm Horizon Legends,2,7
Lucas Garcia,Storm Horizon Legends,2,7
Emerald Pilot,Storm Horizon Legends,2,7
Crystal Reef,Storm Horizon Legends,2,8
Sophia Lopez Garcia,Storm Horizon Legends,2,8
Prime Pilot,Storm Horizon Legends,2,8
Henry Taylor,Storm Horizon Legends,2,8
Emma Jackson,Storm Horizon Legends,2,9
Stormy River,Storm Horizon Legends,2,9
Lucas Gonzalez Johnson,Storm Horizon Legends,2,9
Logan Martinez,Storm Horizon Legends,2,10
Mystic Wolf,Storm Horizon Legends,2,10
Frozen Rune,Star Storm,1,1
Olivia Taylor,Star Storm,1,2
Mia Johnson Moore,Star Storm,1,2
James Garcia,Star Storm,1,3
Isabella Gonzalez,Star Storm,1,3
Liam Johnson,Star Storm,1,4
Liam Garcia,Star Storm,1,5
John Anderson,Star Storm,1,5
Noah Taylor,Star Storm,1,5
Iron Lion,Star Storm,1,6
Lucas Miller,Star Storm,1,6
Ella Moore Johnson,Star Storm,2,1
Liam Rodriguez,Star Storm,2,1
Sophia Lopez Garcia,Star Storm,2,1
Olivia Parker,Star Storm,2,2
Mia Gonzalez,Star Storm,2,3
Amelia Garcia Jr,Star Storm,2,3
Olivia Miller,Star Storm,2,3
Frost River,Star Storm,2,4
Amelia Martin,Star Storm,2,5
Lucas Williams,Star Storm,2,5
Scarlet Comet,Star Storm,2,5
Ethan Wilson Garcia,Star Storm,2,6
Emma Moore,Star Storm,2,6
Luna Wilson,Star Storm,2,6
James Moore,Star Storm,2,6
Dynamic Lion,Star Storm,2,7
Blazing Trace,Star Storm,2,8
Amber Bolt,Star Storm,3,1
Emma Gonzalez,Star Storm,3,1
Mia Jones Garcia,Star Storm,3,1
Golden Pilot,Star Storm,3,1
Amber Bolt,Star Storm,3,2
Luna Anderson Jr,Star Storm,3,2
James Williams,Star Storm,3,2
Luna Taylor,Star Storm,3,2
Cinder Blaze,Star Storm,3,3
Ava Williams Davis,Star Storm,3,3
Golden Star,Star Storm,3,3
Amelia Jones,Star Storm,3,4
Frost Raven,Star Storm,3,4
Crimson Rune,Star Storm,3,5
Jack Johnson,Star Storm,3,5
Ivory Wolf,Star Storm,3,6
Lucas Brown Jr,Star Storm,3,7
Crystal Dawn,Star Storm,3,7
Harper Rodriguez,Star Storm,3,7
Sophia Jones,Star Storm,3,8
Frozen Shadow,Star Storm,3,8
Ella Lopez,Star Storm,3,8
Henry Lopez,Star Storm,3,9
Noah Martinez Kim,Star Storm,3,9
Stormy Forge,Star Storm,3,9
Noah Wilson,Star Storm,3,10
Mason Hernandez,Star Storm,3,10
Henry Gonzalez White,Star Storm,3,10
Rustic Spark,Star Storm,3,10
Electric Token,Golden Neon,1,1
Mystic Rider,Golden Neon,1,1
Ella Garcia Nguyen,Golden Neon,1,1
Scarlet Crest,Golden Neon,1,2
Henry Jackson Smith,Golden Neon,1,3
Urban Trace,Golden Neon,1,4
Henry Lopez,Golden Neon,1,4
Wild Brook,Golden Neon,1,4
Mia Williams,Golden Neon,1,4
Amelia Anderson,Golden Neon,1,5
Scarlet Comet,Golden Neon,1,5
Mia Johnson Jr,Golden Neon,1,5
Luna Wilson,Golden Neon,1,6
Lucky Dawn,Golden Neon,1,6
James Moore Johnson,Golden Neon,1,6
Lucky Dawn,Golden Neon,1,7
Frozen Dawn,Golden Neon,1,7
Rapid Lion,Golden Neon,1,7
Mia Johnson Jr,Golden Neon,1,7
Emerald Rider,Golden Neon,2,1
Olivia Rodriguez,Golden Neon,2,1
Noah Williams,Golden Neon,2,1
Olivia Taylor Davis,Golden Neon,2,2
Jack Martin Smith,Golden Neon,2,3
Olivia Brown Jr,Golden Neon,2,3
Noah Martinez Miller,Golden Neon,2,3
Jack Wilson,Golden Neon,2,3
Lunar Nimbus,Golden Neon,2,4
James Williams,Golden Neon,2,4
Mia Jones Garcia,Golden Neon,2,4
Wild Reef,Golden Neon,2,5
Mason Martinez,Golden Neon,2,5
Sophia Brown,Golden Neon,2,6
Lunar Echo,Golden Neon,2,6
Velvet Canyon,Golden Neon,2,6
James Taylor Kim,Golden Neon,2,6
Mia Lopez,Golden Neon,2,7
Bronze Shade,Golden Neon,2,8
Mia Lopez,Golden Neon,2,8
Mason Gonzalez,Golden Neon,2,8
Ivory Rocket,Golden Neon,3,1
Logan Rodriguez,Golden Neon,3,1
Noah Martinez,Golden Neon,3,1
Logan Thomas,Golden Neon,3,1
Jack Williams,Golden Neon,3,2
Harper Garcia Kim,Golden Neon,3,2
Lunar Wolf,Golden Neon,3,2
Stormy Forge,Golden Neon,3,2
Lunar Wolf,Golden Neon,3,3
John Miller,Golden Neon,3,3
Ethan Wilson,Golden Neon,3,3
Isabella Jackson Smith,Golden Neon,3,3
Harper Anderson,Golden Neon,3,4
Olivia Martin,Golden Neon,3,5
Rustic Spark,Golden Neon,3,5
Dynamic Pulse,Golden Neon,3,5
Aero Dragon,Golden Neon,3,5
Iron Whisper,Golden Neon,3,6
Harper Brown,Golden Neon,3,7
Cinder Rocket,Golden Neon,3,7
Noah Martinez Kim,Golden Neon,3,7
Crimson Dawn,Golden Neon,3,8
Liam Garcia Johnson,Golden Neon,3,8
Sophia Hernandez,Golden Neon,3,9
Liam Taylor Jr,Golden Neon,3,9
Golden Pilot,Golden Neon,3,9
Shadow Quest,Golden Neon,3,9
James Garcia,Golden Neon,3,10
Crimson Crest,Golden Neon,3,10
Mia Rodriguez,Golden Neon,3,10
John Taylor,Golden Neon,3,10
Emma Williams Jr,Golden Neon,4,1
James Taylor,Golden Neon,4,1
Harper Jones,Golden Neon,4,1
Ethan Thomas,Golden Neon,4,2
Phantom Whisper,Golden Neon,4,3
Olivia Wilson,Golden Neon,4,3
Frost Raven,Golden Neon,4,3
Velvet Brook,Golden Neon,4,3
Dynamic Raven,Golden Neon,4,4
Jack Martin Thompson,Golden Neon,4,5
Lunar Brook,Golden Neon,4,5
Iron Lion,Golden Neon,4,5
Lucas Gonzalez Nguyen,Golden Neon,4,6
Harper Martin,Golden Neon,4,6
Lucky Token,Golden Neon,4,7
Logan Jackson,Ancient Magic,1,1
Fierce Gale,Ancient Magic,1,2
Fierce Dancer,Ancient Magic,1,3
Harper Brown Jr,Ancient Magic,1,4
Noah Moore,Ancient Magic,1,4
Emma Davis,Ancient Magic,1,4
Bronze Shade,Ancient Magic,1,5
Harper Anderson,Ancient Magic,1,5
Jack Martin Smith,Ancient Magic,1,5
Emma Garcia Nguyen,Ancient Magic,1,6
Emerald Path,Ancient Magic,1,6
Luna Taylor Brown,Ancient Magic,1,6
Olivia Taylor,Ancient Magic,1,7
Bronze Shade,Ancient Magic,1,7
Emma Moore,Ancient Magic,1,7
Mia Jones Garcia,Ancient Magic,1,7
Harper Jackson,Ancient Magic,1,8
Lucas Garcia,Ancient Magic,1,8
Luna Anderson Jr,Ancient Magic,1,8
Ella Thomas,Ancient Magic,1,8
Liam Smith,Ancient Magic,1,9
Ivory Wolf,Ancient Magic,1,9
Amelia Thomas,Ancient Magic,1,9
Olivia Wilson Moore,Ancient Magic,1,9
John Jones,Ancient Magic,2,1
Jack Williams,Ancient Magic,2,1
Sophia Lopez Garcia,Ancient Magic,2,1
Amelia Garcia Jr,Ancient Magic,2,2
Liam Taylor Jr,Ancient Magic,2,2
Frozen Rune,Ancient Magic,2,2
Mia Taylor,Ancient Magic,2,3
Ethan Wilson Garcia,Ancient Magic,2,3
Henry Taylor,Ancient Magic,2,3
Lucas Rodriguez,Ancient Magic,2,4
Rusty Rocket,Ancient Magic,2,4
James Anderson,Ancient Magic,2,4
Luna Jackson,Ancient Magic,2,5
Harper Rodriguez Thompson,Ancient Magic,2,5
Lucas Lopez,Ancient Magic,2,5
Mason Johnson,Ancient Magic,2,5
Luna Jones,Ancient Magic,2,6
Ethan Wilson,Ancient Magic,2,6
Henry Davis Jr,Ancient Magic,2,6
Cinder Canyon,Ancient Magic,2,6
Turbo Knight,Ancient Magic,2,7
Logan Williams,Ancient Magic,2,7
Noble Reef,Ancient Magic,2,7
James Garcia,Ancient Magic,2,7
Fierce Specter,Ancient Magic,2,8
Logan Johnson Davis,Ancient Magic,2,9
Cinder Sage,Ancient Magic,2,9
Mason Jackson,Ancient Magic,2,9
Noah Thomas,Ancient Magic,2,10
Bronze Viper,Ancient Magic,3,1
Frost Raven,Ancient Magic,3,1
Lunar Brook,Ancient Magic,3,2
Sophia Hernandez,Ancient Magic,3,2
Solar Forge,Ancient Magic,3,3
Crystal Phoenix,Ancient Magic,3,3
Henry Davis Jr,Ancient Magic,3,4
Ava Williams Davis,Ancient Magic,3,4
Ethan Anderson,Ancient Magic,3,4
Swift Crest,Ancient Magic,3,4
Wild Gale,Ancient Magic,3,5
Isabella Gonzalez,Ancient Magic,3,5
Chrome Phoenix,Ancient Magic,3,5
Ivory Rocket,Ancient Magic,3,5
Velvet Forge,Ancient Magic,3,6
Noah Wilson,Ancient Magic,3,6
Swift Rider,Ancient Magic,3,7
Harper Johnson,Ancient Magic,3,8
Chrome Star,Ancient Magic,3,9
Harper Rodriguez Moore,Ancient Magic,3,9
Olivia Wilson Moore,Ancient Magic,3,9
Liam Johnson,Ancient Magic,3,10
Mystic Wolf,Ancient Magic,3,10
Turbo Knight,Ancient Magic,3,11
Ivory Specter,Ancient Magic,3,11
Onyx Pilot,Ancient Magic,3,11
Ava Jones,Ancient Magic,3,11
Mia Johnson,Ancient Magic,4,1
Frozen Shadow,Ancient Magic,4,1
Liam Martinez,Ancient Magic,4,2
Ethan Martin,Ancient Magic,4,2
Jack Martin Kim,Ancient Magic,4,3
Silver Blaze,Ancient Magic,4,3
Ultra Hawk,Ancient Magic,4,3
Neon Rebel,Ancient Magic,4,4
Olivia Moore,Ancient Magic,4,5
Harper Rodriguez,Ancient Magic,4,5
Midnight Dancer,Ancient Magic,4,5
Noah Thomas,Ancient Magic,4,6
Logan Gonzalez,Eclipse Crimson,1,1
Henry Lopez,Eclipse Crimson,1,1
Shadow Quest,Eclipse Crimson,1,1
Urban Trace,Eclipse Crimson,1,2
Neon Crest,Eclipse Crimson,1,3
Lucky Knight,Eclipse Crimson,1,4
Harper Jackson,Eclipse Crimson,1,4
Lucas Gonzalez Nguyen,Eclipse Crimson,1,4
James Williams,Eclipse Crimson,1,4
Fierce Comet,Eclipse Crimson,1,5
Noah Johnson,Eclipse Crimson,1,5
Jack Garcia,Eclipse Crimson,1,5
Emma Garcia,Eclipse Crimson,1,6
Jack Johnson,Eclipse Crimson,1,6
Amelia Anderson,Eclipse Crimson,1,6
Henry Jackson Smith,Eclipse Crimson,2,1
Mia Rodriguez,Eclipse Crimson,2,1
Lunar Brook,Eclipse Crimson,2,2
Frozen Specter,Eclipse Crimson,2,2
Rusty Sage,Eclipse Crimson,2,2
Lunar Frost,Eclipse Crimson,2,3
Henry Brown,Eclipse Crimson,2,3
Lucas Gonzalez,Eclipse Crimson,2,4
Henry Thomas Jr,Eclipse Crimson,2,5
Mystic Wolf,Eclipse Crimson,2,5
John Hernandez,Eclipse Crimson,2,5
Logan Garcia,Eclipse Crimson,2,5
Harper Brown Jr,Eclipse Crimson,2,6
Ethan Brown,Eclipse Crimson,2,6
Luna Hernandez,Eclipse Crimson,2,6
Neon Crest,Eclipse Crimson,2,6
Silent Rebel,Eclipse Crimson,2,7
Ava Miller,Eclipse Crimson,2,7
Liam Garcia Kim,Eclipse Crimson,2,7
Onyx Shade,Eclipse Crimson,2,8
Lunar Shadow,Eclipse Crimson,2,8
Harper Taylor Jr,Eclipse Crimson,2,9
James Wilson Jr,Eclipse Crimson,2,9
Chrome Star,Eclipse Crimson,2,9
Eternal Bolt,Eclipse Crimson,2,9
Emerald Blaze,Eclipse Crimson,2,10
Scarlet Rose,Eclipse Crimson,2,10
Prime Gale,Eclipse Crimson,2,10
Amelia Gonzalez,Eclipse Crimson,2,11
Dynamic Quest,Hidden Fury,1,1
Henry Thomas,Hidden Fury,1,1
Harper Rodriguez Thompson,Hidden Fury,1,2
Noble Shadow,Hidden Fury,1,2
Noble Reef,Hidden Fury,1,3
Ava Williams,Hidden Fury,1,3
Turbo Knight,Hidden Fury,1,3
Rapid Quest,Hidden Fury,1,3
Noah Johnson Davis,Hidden Fury,1,4
Luna Wilson,Hidden Fury,1,4
Midnight Dancer,Hidden Fury,1,5
Ella Garcia Nguyen,Hidden Fury,1,5
Mia Johnson,Hidden Fury,1,5
Dynamic Quest,Hidden Fury,1,6
Mystic Wolf,Hidden Fury,1,6
Phantom Hawk,Hidden Fury,1,7
Mason Gonzalez,Hidden Fury,1,7
Atomic Hawk,Hidden Fury,1,7
Chrome Star,Hidden Fury,1,7
Wild Gale,Hidden Fury,1,8
Blue Dancer,Hidden Fury,1,8
Amelia Davis,Hidden Fury,1,8
Emerald Voyager,Hidden Fury,1,9
Wild Trace,Hidden Fury,1,9
Jack Johnson,Hidden Fury,2,1
Noah Thomas,Hidden Fury,2,2
Lunar Frost,Hidden Fury,2,2
Liam Garcia,Hidden Fury,2,3
Quantum Jade,Hidden Fury,2,3
Ethan Jackson,Hidden Fury,2,3
Emma Wilson,Hidden Fury,2,3
Wild Trace,Hidden Fury,2,4
Logan Martin,Hidden Fury,2,4
Frost River,Hidden Fury,2,4
Olivia Williams,Hidden Fury,2,4
Liam Garcia Johnson,Hidden Fury,2,5
Sophia Williams,Hidden Fury,2,5
Noah Miller,Hidden Fury,2,5
Luna Thomas,Hidden Fury,2,5
Noah Martin,Hidden Fury,2,6
Wild Trace,Hidden Fury,2,6
Blazing Echo,Hidden Fury,2,6
Mason Taylor,Hidden Fury,2,6
Ella Johnson,Hidden Fury,3,1
Sophia Garcia,Hidden Fury,3,1
Ivory Pulse,Hidden Fury,3,2
Olivia Smith Jr,Hidden Fury,3,3
Ivory Rocket,Hidden Fury,3,3
Logan Martinez Jr,Hidden Fury,3,3
Isabella Jackson Smith,Hidden Fury,3,3
Midnight Dancer,Hidden Fury,3,4
James Wilson,Hidden Fury,3,4
Mia Davis,Hidden Fury,3,5
Urban Quest,Hidden Fury,3,6
Lucas Gonzalez Johnson,Hidden Fury,3,7
Ava Williams,Hidden Fury,3,8
Harper Rodriguez Moore,Hidden Fury,3,9
Liam Smith White,Hidden Fury,3,9
Swift Token,Hidden Fury,3,9
Lucky Knight,Hidden Fury,3,10
Eternal Path,Hidden Fury,4,1
Noah Taylor,Hidden Fury,4,1
Lucas Brown,Hidden Fury,4,2
Urban Lion,Hidden Fury,4,2
Liam Garcia Johnson,Hidden Fury,4,3
Ethan Brown,Hidden Fury,4,3
John Smith,Hidden Fury,4,3
Henry Gonzalez White,Hidden Fury,4,3
John Anderson,Hidden Fury,4,4
Jack Wilson Garcia,Hidden Fury,4,4
Royal Shade,Hidden Fury,4,4
Logan Martin,Hidden Fury,4,4
Eternal Bolt,Hidden Fury,4,5
Ella Garcia Davis,Hidden Fury,4,5
Logan Williams,Hidden Fury,4,5
Liam Rodriguez,Hidden Fury,4,5
James Jones,Hidden Fury,4,6
Jack Lopez Jr,Hidden Fury,4,7
Lucas Rodriguez Jr,Hidden Fury,4,7
Logan Taylor,Storm Sky,1,1
Liam Taylor Jr,Storm Sky,1,1
Frozen Shadow,Storm Sky,1,2
Amber Bolt,Storm Sky,1,2
Ella Moore,Storm Sky,1,2
James Brown,Storm Sky,1,3
Golden Star,Storm Sky,1,3
Swift Pulse,Storm Sky,1,3
Midnight Dancer,Storm Sky,1,3
Wild Shadow,Storm Sky,1,4
Mia Jackson,Storm Sky,1,4
Frozen Specter,Storm Sky,1,5
Lucas Gonzalez Johnson,Storm Sky,1,5
Luna Garcia,Storm Sky,1,5
Rapid Spark,Storm Sky,1,6
Mystic Wolf,Storm Sky,1,7
Henry Brown,Storm Sky,1,7
James Garcia,Storm Sky,1,7
Ella Moore Johnson,Storm Sky,1,8
Lucas Garcia,Storm Sky,1,8
Logan Jackson,Storm Sky,1,9
Emma Miller,Storm Sky,1,9
Henry Gonzalez Johnson,Storm Sky,2,1
Neon Spark,Storm Sky,2,1
Henry Thomas,Storm Sky,2,2
Mystic Path,Storm Sky,2,2
James Williams,Storm Sky,2,3
Onyx Pilot,Storm Sky,2,3
Cosmic Rocket,Storm Sky,2,3
Blazing Echo,Storm Sky,2,3
Lunar Brook,Storm Sky,2,4
Harper Rodriguez,Storm Sky,2,5
Wild Reef,Storm Sky,2,6
Midnight Dancer,Storm Sky,2,6
Blazing Echo,Storm Sky,2,6
Henry Davis,Storm Sky,2,6
Noah Moore Miller,Storm Sky,2,7
Luna Taylor Brown,Storm Sky,2,8
Dynamic Pulse,Storm Sky,2,8
Vivid Jade,Storm Sky,2,9
Olivia Moore,Storm Sky,2,10
Swift Token,Storm Sky,2,10
Emma Johnson,Storm Sky,2,10
Liam Martinez,Storm Sky,2,11
Lucas Lopez,Storm Sky,2,11
Amelia Jones,Storm Sky,3,1
Lucas Brown,Storm Sky,3,1
Lucas Garcia,Storm Sky,3,1
John Martin,Storm Sky,3,1
Onyx Pilot,Storm Sky,3,2
Blazing Echo,Storm Sky,3,2
Mason Johnson Johnson,Storm Sky,3,2
Lucas Garcia,Storm Sky,3,3
Isabella Williams Jr,Storm Sky,3,3
Amelia Davis,Storm Sky,3,4
Jack Williams Davis,Storm Sky,3,4
Olivia Moore,Storm Sky,3,5
Jack Martin Smith,Storm Sky,3,5
Atomic Hawk,Storm Sky,3,6
Sophia Jones,Storm Sky,3,6
Mason Johnson Johnson,Rising Silent,1,1
Silent Rebel,Rising Silent,1,2
Olivia Brown Jr,Rising Silent,1,2
Chrome Storm,Rising Silent,1,2
James Taylor Jr,Rising Silent,1,2
John Smith,Rising Silent,1,3
Blazing Trace,Rising Silent,1,3
Liam Martinez,Rising Silent,1,3
Fierce Gale,Rising Silent,1,4
James Wilson,Rising Silent,1,4
Emma Davis,Rising Silent,1,4
Neon Reef,Rising Silent,1,4
Silent Rebel,Rising Silent,1,5
Henry Jackson,Rising Silent,1,5
Midnight Crest Jr,Rising Silent,1,5
Midnight Crest,Rising Silent,1,6
Ethan Martin,Rising Silent,1,6
Blue Dancer,Rising Silent,1,6
Crystal Whisper,Rising Silent,1,7
Harper Garcia Kim,Rising Silent,1,7
Olivia Wilson,Rising Silent,1,7
Mia Lopez,Rising Silent,1,7
Sophia Williams,Rising Silent,1,8
Midnight Wolf,Rising Silent,1,8
Neon Pulse,Rising Silent,1,9
Blue Dancer,Rising Silent,1,9
Mia Johnson Moore,Rising Silent,1,9
Mason Johnson Johnson,Rising Silent,1,9
Midnight Rider,Rising Silent,1,10
Harper Lopez,Rising Silent,1,10
Shadow Lion,Rising Silent,2,1
Jack Wilson Garcia,Rising Silent,2,1
Henry Lopez Garcia,Rising Silent,2,1
Henry Davis,Rising Silent,2,1
Iron Echo,Rising Silent,2,2
Stormy River,Rising Silent,2,2
Noah Martinez Kim,Rising Silent,2,2
Crystal Comet,Rising Silent,2,2
Amelia Davis,Rising Silent,2,3
Emma Garcia,Rising Silent,2,3
Neon Pulse,Rising Silent,2,4
Stormy Crest,Rising Silent,2,4
Shadow Quest,Rising Silent,2,4
Noah Martinez Kim,Rising Silent,2,4
Amelia Anderson,Rising Silent,2,5
Noah Thomas,Rising Silent,2,5
James Wilson,Rising Silent,2,5
Mia Rodriguez Brown,Rising Silent,2,6
Jack Martin Smith,Rising Silent,2,6
James Moore Johnson,Rising Silent,2,7
Iron Whisper,Rising Silent,3,1
Bronze Viper,Rising Silent,3,1
Atomic Hawk,Rising Silent,3,1
Liam Jones,Rising Silent,3,2
Ava Williams,Rising Silent,3,2
Ivory Specter,Rising Silent,3,2
Cinder Spark,Rising Silent,3,3
Logan Johnson Davis,Rising Silent,3,3
Ivory Hawk,Rising Silent,3,3
Shadow Lion,Rising Silent,3,4
Fierce Comet,Rising Silent,3,5
Lucas Williams,Rising Silent,3,5
Ava Martin,Rising Silent,3,5
Liam Taylor,Rising Silent,3,5
Ethan Wilson Garcia,Rising Silent,3,6
Crystal Dawn,Rising Silent,3,6
Wild Reef,Rising Silent,3,6
Mia Johnson,Rising Silent,3,7
Ultra Hawk,Rising Silent,3,7
Golden Pilot,Rising Silent,3,8
Harper Rodriguez,Rising Silent,3,8
Isabella Lopez,Rising Silent,3,9
Ava Miller,Rising Silent,3,9
Swift Pulse,Rising Silent,3,9
Radiant Viper,Rising Silent,4,1
Sophia Williams Johnson,Rising Silent,4,1
Mia Davis,Rising Silent,4,2
Luna Hernandez,Rising Silent,4,2
Wild Brook,Rising Silent,4,3
Swift Pulse,Rising Silent,4,3
Logan Gonzalez,Rising Silent,4,3
Isabella Rodriguez,Rising Silent,4,4
Harper Brown Jr,Rising Silent,4,4
Fierce Raven,Rising Silent,4,4
Olivia Moore,Rising Silent,4,4
Mia Garcia,Rising Silent,4,5
Mia Johnson Moore,Rising Silent,4,5
Blazing Trace,Rising Silent,4,5
Crystal Comet,Rising Silent,4,6
James Wilson Jr,Rising Silent,4,6
Neon Spark,Rising Silent,4,7
Lucas Rodriguez,Rising Silent,4,8
Mystic Path,Rising Silent,4,8
Logan Williams,Rising Silent,4,9
Ava Brown,Rising Silent,4,9
Logan Martin,Rising Silent,4,10
Onyx Shade,Rising Silent,4,10
Mia Martin Garcia,Rising Silent,4,10
Olivia Taylor,Rising Silent,4,10
Olivia Martinez,Shadow Kingdom Broken,1,1
Ivory Rocket,Shadow Kingdom Broken,1,2
Olivia Williams Johnson,Shadow Kingdom Broken,1,2
Sophia Gonzalez,Shadow Kingdom Broken,1,3
Cinder Sage,Shadow Kingdom Broken,1,3
Lucas Gonzalez Nguyen,Shadow Kingdom Broken,1,3
Ava Martin,Shadow Kingdom Broken,1,4
Crystal Comet,Shadow Kingdom Broken,1,5
Emerald Path,Shadow Kingdom Broken,1,5
Logan Williams,Shadow Kingdom Broken,1,6
Olivia Brown,Shadow Kingdom Broken,1,7
Swift Token,Shadow Kingdom Broken,1,7
Sophia Smith,Dreams Legends Star,1,1
Luna Taylor,Dreams Legends Star,1,1
Jack Lopez,Dreams Legends Star,1,1
Crimson Rune,Dreams Legends Star,1,2
Amelia Miller,Dreams Legends Star,1,2
Emerald Whisper,Dreams Legends Star,1,2
James Moore Johnson,Dreams Legends Star,1,3
Liam Anderson,Dreams Legends Star,1,3
Frost River,Dreams Legends Star,1,3
Liam Anderson,Dreams Legends Star,1,4
Prime Rebel,Dreams Legends Star,1,4
Harper Rodriguez Thompson,Dreams Legends Star,1,4
Ethan Wilson,Dreams Legends Star,1,5
John Martin,Dreams Legends Star,1,5
Sophia Lopez,Dreams Legends Star,1,5
John Hernandez,Dreams Legends Star,1,5
Logan Garcia,Dreams Legends Star,1,6
Lunar Wolf,Dreams Legends Star,1,6
Emerald Whisper,Dreams Legends Star,1,6
Electric Canyon,Dreams Legends Star,1,7
Ava Williams,Dreams Legends Star,1,7
Harper Garcia Davis,Dreams Legends Star,1,8
Amelia Hernandez,Dreams Legends Star,1,8
Luna Thomas,Dreams Legends Star,1,8
Frozen Rune,Dreams Legends Star,1,8
Mason Hernandez,Dreams Legends Star,1,9
Ava Williams,Dreams Legends Star,1,9
Mia Rodriguez,Dreams Legends Star,1,9
Urban Lion,Dreams Legends Star,1,10
Scarlet Rose,Dreams Legends Star,1,10
Lucas Williams,Dreams Legends Star,1,10
Cinder Sage,Dreams Legends Star,1,11
Crystal Crest,Dreams Legends Star,2,1
Ava Miller,Dreams Legends Star,2,1
Logan Johnson Davis,Dreams Legends Star,2,1
Ethan Martin,Dreams Legends Star,2,1
Isabella Williams White,Dreams Legends Star,2,2
Logan Rodriguez Smith,Dreams Legends Star,2,2
