show_title,season_num,ep_num,ep_name,ep_length
Silver Nightfall Whispers,3,3,Episode 3,89
Silver Nightfall Whispers,3,4,Episode 4,80
Silver Nightfall Whispers,3,5,Episode 5,30
Silver Nightfall Whispers,3,6,Episode 6,40
Silver Nightfall Whispers,3,7,Episode 7,59
Silver Nightfall Whispers,3,8,Episode 8,48
Silver Nightfall Whispers,3,9,Episode 9,60
Silver Nightfall Whispers,3,10,Episode 10,31
Silver Nightfall Whispers,4,1,Episode 1,48
Silver Nightfall Whispers,4,2,Episode 2,84
Silver Nightfall Whispers,4,3,Episode 3,35
Silver Nightfall Whispers,4,4,Episode 4,66
Silver Nightfall Whispers,4,5,Episode 5,53
Silver Nightfall Whispers,4,6,Episode 6,49
Broken Silver,1,1,Episode 1,31
Broken Silver,1,2,Episode 2,72
Broken Silver,1,3,Episode 3,67
Broken Silver,1,4,Episode 4,73
Broken Silver,1,5,Episode 5,74
Broken Silver,1,6,Episode 6,69
Broken Silver,1,7,Episode 7,88
Broken Silver,1,8,Episode 8,38
Broken Silver,1,9,Episode 9,60
Broken Silver,1,10,Episode 10,83
Broken Silver,2,1,Episode 1,61
Broken Silver,2,2,Episode 2,67
Broken Silver,2,3,Episode 3,76
Broken Silver,2,4,Episode 4,81
Broken Silver,2,5,Episode 5,50
Broken Silver,2,6,Episode 6,73
Broken Silver,3,1,Episode 1,72
Broken Silver,3,2,Episode 2,43
Broken Silver,3,3,Episode 3,51
Broken Silver,3,4,Episode 4,62
Broken Silver,3,5,Episode 5,62
Broken Silver,3,6,Episode 6,63
Broken Silver,3,7,Episode 7,49
Broken Silver,3,8,Episode 8,81
Broken Silver,3,9,Episode 9,85
Broken Silver,3,10,Episode 10,54
Broken Silver,3,11,Episode 11,55
Horizon Eclipse Crystal,1,1,Episode 1,61
Horizon Eclipse Crystal,1,2,Episode 2,55
Horizon Eclipse Crystal,1,3,Episode 3,64
Horizon Eclipse Crystal,1,4,Episode 4,49
Horizon Eclipse Crystal,1,5,Episode 5,70
Horizon Eclipse Crystal,1,6,Episode 6,51
Horizon Eclipse Crystal,1,7,Episode 7,57
Horizon Eclipse Crystal,2,1,Episode 1,54
Horizon Eclipse Crystal,2,2,Episode 2,76
Horizon Eclipse Crystal,2,3,Episode 3,77
Horizon Eclipse Crystal,2,4,Episode 4,85
Horizon Eclipse Crystal,2,5,Episode 5,41
Horizon Eclipse Crystal,2,6,Episode 6,89
Horizon Eclipse Crystal,3,1,Episode 1,52
Horizon Eclipse Crystal,3,2,Episode 2,52
Horizon Eclipse Crystal,3,3,Episode 3,72
Horizon Eclipse Crystal,3,4,Episode 4,42
Horizon Eclipse Crystal,3,5,Episode 5,42
Horizon Eclipse Crystal,3,6,Episode 6,67
Horizon Eclipse Crystal,3,7,Episode 7,66
Horizon Eclipse Crystal,3,8,Episode 8,31
Horizon Eclipse Crystal,3,9,Episode 9,72
Horizon Eclipse Crystal,3,10,Episode 10,80
Future Rising,1,1,Episode 1,44
Future Rising,1,2,Episode 2,76
Future Rising,1,3,Episode 3,88
Future Rising,1,4,Episode 4,35
Future Rising,1,5,Episode 5,56
Future Rising,1,6,Episode 6,85
Future Rising,2,1,Episode 1,36
Future Rising,2,2,Episode 2,66
Future Rising,2,3,Episode 3,30
Future Rising,2,4,Episode 4,40
Future Rising,2,5,Episode 5,89
Future Rising,2,6,Episode 6,60
Future Rising,2,7,Episode 7,54
Future Rising,2,8,Episode 8,35
Future Rising,2,9,Episode 9,79
Future Rising,2,10,Episode 10,48
Future Rising,3,1,Episode 1,84
Future Rising,3,2,Episode 2,65
Future Rising,3,3,Episode 3,86
Future Rising,3,4,Episode 4,39
Future Rising,3,5,Episode 5,33
Future Rising,3,6,Episode 6,30
Future Rising,3,7,Episode 7,67
Future Rising,3,8,Episode 8,45
Future Rising,3,9,Episode 9,88
Future Rising,3,10,Episode 10,84
Crimson Broken Silver,1,1,Episode 1,48
Crimson Broken Silver,1,2,Episode 2,59
Crimson Broken Silver,1,3,Episode 3,87
Crimson Broken Silver,1,4,Episode 4,70
Crimson Broken Silver,1,5,Episode 5,34
Crimson Broken Silver,1,6,Episode 6,44
Crimson Broken Silver,1,7,Episode 7,56
Crimson Broken Silver,2,1,Episode 1,44
Crimson Broken Silver,2,2,Episode 2,35
Crimson Broken Silver,2,3,Episode 3,32
Crimson Broken Silver,2,4,Episode 4,54
Crimson Broken Silver,2,5,Episode 5,54
Crimson Broken Silver,2,6,Episode 6,32
Crimson Broken Silver,2,7,Episode 7,54
Crimson Broken Silver,2,8,Episode 8,40
Crimson Broken Silver,2,9,Episode 9,35
Crimson Broken Silver,2,10,Episode 10,81
Crimson Broken Silver,3,1,Episode 1,35
Crimson Broken Silver,3,2,Episode 2,43
Crimson Broken Silver,3,3,Episode 3,50
Crimson Broken Silver,3,4,Episode 4,48
Crimson Broken Silver,3,5,Episode 5,46
Crimson Broken Silver,3,6,Episode 6,86
Crimson Broken Silver,3,7,Episode 7,49
Crimson Broken Silver,3,8,Episode 8,86
Crimson Broken Silver,3,9,Episode 9,54
Crimson Broken Silver,3,10,Episode 10,71
Crimson Broken Silver,4,1,Episode 1,30
Crimson Broken Silver,4,2,Episode 2,55
Crimson Broken Silver,4,3,Episode 3,70
Crimson Broken Silver,4,4,Episode 4,67
Crimson Broken Silver,4,5,Episode 5,75
Crimson Broken Silver,4,6,Episode 6,49
Crimson Broken Silver,4,7,Episode 7,53
Crimson Broken Silver,4,8,Episode 8,76
Crimson Broken Silver,4,9,Episode 9,33
Crimson Broken Silver,4,10,Episode 10,47
Horizon Future,1,1,Episode 1,85
Horizon Future,1,2,Episode 2,46
Horizon Future,1,3,Episode 3,38
Horizon Future,1,4,Episode 4,64
Horizon Future,1,5,Episode 5,59
Horizon Future,1,6,Episode 6,43
Horizon Future,1,7,Episode 7,76
Horizon Future,1,8,Episode 8,46
Horizon Future,1,9,Episode 9,75
Horizon Future,1,10,Episode 10,46
Horizon Future,2,1,Episode 1,65
Horizon Future,2,2,Episode 2,58
Horizon Future,2,3,Episode 3,76
Horizon Future,2,4,Episode 4,58
Horizon Future,2,5,Episode 5,71
Horizon Future,2,6,Episode 6,79
Horizon Future,3,1,Episode 1,48
Horizon Future,3,2,Episode 2,44
Horizon Future,3,3,Episode 3,76
Horizon Future,3,4,Episode 4,30
Horizon Future,3,5,Episode 5,54
Horizon Future,3,6,Episode 6,59
Horizon Future,3,7,Episode 7,65
Horizon Future,4,1,Episode 1,86
Horizon Future,4,2,Episode 2,64
Horizon Future,4,3,Episode 3,67
Horizon Future,4,4,Episode 4,71
Horizon Future,4,5,Episode 5,49
Horizon Future,4,6,Episode 6,48
Horizon Future,4,7,Episode 7,34
Horizon Future,4,8,Episode 8,59
Horizon Future,4,9,Episode 9,52
Horizon Future,4,10,Episode 10,74
Nightfall Echo,1,1,Episode 1,35
Nightfall Echo,1,2,Episode 2,53
Nightfall Echo,1,3,Episode 3,62
Nightfall Echo,1,4,Episode 4,84
Nightfall Echo,1,5,Episode 5,72
Nightfall Echo,1,6,Episode 6,51
Nightfall Echo,1,7,Episode 7,60
Nightfall Echo,1,8,Episode 8,85
Nightfall Echo,1,9,Episode 9,79
Horizon Dreams,1,1,Episode 1,77
Horizon Dreams,1,2,Episode 2,41
Horizon Dreams,1,3,Episode 3,40
Horizon Dreams,1,4,Episode 4,76
Horizon Dreams,1,5,Episode 5,55
Horizon Dreams,1,6,Episode 6,59
Horizon Dreams,1,7,Episode 7,33
Horizon Dreams,1,8,Episode 8,66
Horizon Dreams,1,9,Episode 9,82
Horizon Dreams,1,10,Episode 10,32
Horizon Dreams,2,1,Episode 1,59
Horizon Dreams,2,2,Episode 2,37
Horizon Dreams,2,3,Episode 3,37
Horizon Dreams,2,4,Episode 4,47
Horizon Dreams,2,5,Episode 5,67
Horizon Dreams,2,6,Episode 6,77
Horizon Dreams,2,7,Episode 7,75
Horizon Dreams,2,8,Episode 8,54
Horizon Dreams,2,9,Episode 9,35
Horizon Dreams,3,1,Episode 1,69
Horizon Dreams,3,2,Episode 2,85
Horizon Dreams,3,3,Episode 3,84
Horizon Dreams,3,4,Episode 4,36
Horizon Dreams,3,5,Episode 5,49
Horizon Dreams,3,6,Episode 6,81
Whispers Sky Star,1,1,Episode 1,74
Whispers Sky Star,1,2,Episode 2,70
Whispers Sky Star,1,3,Episode 3,61
Whispers Sky Star,1,4,Episode 4,77
Whispers Sky Star,1,5,Episode 5,63
Whispers Sky Star,1,6,Episode 6,33
Whispers Sky Star,1,7,Episode 7,79
Whispers Sky Star,1,8,Episode 8,31
Whispers Sky Star,2,1,Episode 1,56
Whispers Sky Star,2,2,Episode 2,88
Whispers Sky Star,2,3,Episode 3,89
Whispers Sky Star,2,4,Episode 4,58
Whispers Sky Star,2,5,Episode 5,79
Whispers Sky Star,2,6,Episode 6,86
Whispers Sky Star,2,7,Episode 7,66
Whispers Sky Star,2,8,Episode 8,87
Whispers Sky Star,2,9,Episode 9,80
Whispers Sky Star,2,10,Episode 10,51
Whispers Sky Star,3,1,Episode 1,33
Whispers Sky Star,3,2,Episode 2,54
Whispers Sky Star,3,3,Episode 3,75
Whispers Sky Star,3,4,Episode 4,70
Whispers Sky Star,3,5,Episode 5,41
Whispers Sky Star,3,6,Episode 6,69
Whispers Sky Star,3,7,Episode 7,88
Wild Golden,1,1,Episode 1,42
Wild Golden,1,2,Episode 2,43
Wild Golden,1,3,Episode 3,72
Wild Golden,1,4,Episode 4,72
Wild Golden,1,5,Episode 5,80
Wild Golden,1,6,Episode 6,85
Wild Golden,2,1,Episode 1,31
Wild Golden,2,2,Episode 2,31
Wild Golden,2,3,Episode 3,76
Wild Golden,2,4,Episode 4,61
Wild Golden,2,5,Episode 5,36
Wild Golden,2,6,Episode 6,87
Galaxy Hidden Broken,1,1,Episode 1,81
Galaxy Hidden Broken,1,2,Episode 2,63
Galaxy Hidden Broken,1,3,Episode 3,49
Galaxy Hidden Broken,1,4,Episode 4,44
Galaxy Hidden Broken,1,5,Episode 5,75
Galaxy Hidden Broken,1,6,Episode 6,87
Galaxy Hidden Broken,1,7,Episode 7,56
Galaxy Hidden Broken,1,8,Episode 8,56
Galaxy Hidden Broken,1,9,Episode 9,67
Galaxy Hidden Broken,1,10,Episode 10,64
Galaxy Hidden Broken,1,11,Episode 11,51
Galaxy Hidden Broken,2,1,Episode 1,55
Galaxy Hidden Broken,2,2,Episode 2,65
Galaxy Hidden Broken,2,3,Episode 3,79
Galaxy Hidden Broken,2,4,Episode 4,69
Galaxy Hidden Broken,2,5,Episode 5,47
Galaxy Hidden Broken,2,6,Episode 6,83
Galaxy Hidden Broken,2,7,Episode 7,64
Galaxy Hidden Broken,3,1,Episode 1,30
Galaxy Hidden Broken,3,2,Episode 2,57
Galaxy Hidden Broken,3,3,Episode 3,56
Galaxy Hidden Broken,3,4,Episode 4,68
Galaxy Hidden Broken,3,5,Episode 5,32
Galaxy Hidden Broken,3,6,Episode 6,79
Galaxy Hidden Broken,3,7,Episode 7,36
Galaxy Hidden Broken,3,8,Episode 8,39
Galaxy Hidden Broken,3,9,Episode 9,69
Galaxy Hidden Broken,3,10,Episode 10,55
Galaxy Hidden Broken,3,11,Episode 11,55
Galaxy Hidden Broken,4,1,Episode 1,73
Galaxy Hidden Broken,4,2,Episode 2,67
Galaxy Hidden Broken,4,3,Episode 3,34
Galaxy Hidden Broken,4,4,Episode 4,46
Galaxy Hidden Broken,4,5,Episode 5,74
Galaxy Hidden Broken,4,6,Episode 6,87
Galaxy Hidden Broken,4,7,Episode 7,59
Galaxy Hidden Broken,4,8,Episode 8,31
Galaxy Hidden Broken,4,9,Episode 9,78
Hidden Dreams Silver,1,1,Episode 1,41
Hidden Dreams Silver,1,2,Episode 2,38
Hidden Dreams Silver,1,3,Episode 3,56
Hidden Dreams Silver,1,4,Episode 4,80
Hidden Dreams Silver,1,5,Episode 5,43
Hidden Dreams Silver,1,6,Episode 6,49
Hidden Dreams Silver,1,7,Episode 7,59
Hidden Dreams Silver,1,8,Episode 8,64
Hidden Dreams Silver,1,9,Episode 9,54
Hidden Dreams Silver,1,10,Episode 10,35
Hidden Dreams Silver,1,11,Episode 11,34
Hidden Dreams Silver,2,1,Episode 1,55
Hidden Dreams Silver,2,2,Episode 2,70
Hidden Dreams Silver,2,3,Episode 3,45
Hidden Dreams Silver,2,4,Episode 4,45
Hidden Dreams Silver,2,5,Episode 5,80
Hidden Dreams Silver,2,6,Episode 6,45
Hidden Dreams Silver,2,7,Episode 7,62
Hidden Dreams Silver,3,1,Episode 1,69
Hidden Dreams Silver,3,2,Episode 2,51
Hidden Dreams Silver,3,3,Episode 3,79
Hidden Dreams Silver,3,4,Episode 4,46
Hidden Dreams Silver,3,5,Episode 5,56
Hidden Dreams Silver,3,6,Episode 6,32
River Voyager Crimson,1,1,Episode 1,34
River Voyager Crimson,1,2,Episode 2,44
River Voyager Crimson,1,3,Episode 3,79
River Voyager Crimson,1,4,Episode 4,40
River Voyager Crimson,1,5,Episode 5,49
River Voyager Crimson,1,6,Episode 6,62
River Voyager Crimson,1,7,Episode 7,69
River Voyager Crimson,1,8,Episode 8,73
River Voyager Crimson,1,9,Episode 9,63
River Voyager Crimson,2,1,Episode 1,75
River Voyager Crimson,2,2,Episode 2,86
River Voyager Crimson,2,3,Episode 3,69
River Voyager Crimson,2,4,Episode 4,78
River Voyager Crimson,2,5,Episode 5,58
River Voyager Crimson,2,6,Episode 6,76
River Voyager Crimson,2,7,Episode 7,57
River Voyager Crimson,2,8,Episode 8,58
River Voyager Crimson,2,9,Episode 9,76
River Voyager Crimson,2,10,Episode 10,66
River Voyager Crimson,3,1,Episode 1,30
River Voyager Crimson,3,2,Episode 2,64
River Voyager Crimson,3,3,Episode 3,73
River Voyager Crimson,3,4,Episode 4,52
River Voyager Crimson,3,5,Episode 5,44
River Voyager Crimson,3,6,Episode 6,78
River Voyager Crimson,3,7,Episode 7,36
River Voyager Crimson,3,8,Episode 8,86
River Voyager Crimson,3,9,Episode 9,65
River Voyager Crimson,3,10,Episode 10,61
River Voyager Crimson,3,11,Episode 11,88
River Voyager Crimson,4,1,Episode 1,61
River Voyager Crimson,4,2,Episode 2,48
River Voyager Crimson,4,3,Episode 3,56
River Voyager Crimson,4,4,Episode 4,52
River Voyager Crimson,4,5,Episode 5,48
River Voyager Crimson,4,6,Episode 6,60
River Voyager Crimson,4,7,Episode 7,53
Fading River,1,1,Episode 1,80
Fading River,1,2,Episode 2,67
Fading River,1,3,Episode 3,43
Fading River,1,4,Episode 4,63
Fading River,1,5,Episode 5,34
Fading River,1,6,Episode 6,55
Fading River,1,7,Episode 7,43
Fading River,1,8,Episode 8,81
Fading River,1,9,Episode 9,66
Fading River,2,1,Episode 1,82
Fading River,2,2,Episode 2,82
Fading River,2,3,Episode 3,49
Fading River,2,4,Episode 4,48
Fading River,2,5,Episode 5,84
Fading River,2,6,Episode 6,66
Fading River,2,7,Episode 7,73
Fading River,3,1,Episode 1,53
Fading River,3,2,Episode 2,59
Fading River,3,3,Episode 3,58
Fading River,3,4,Episode 4,68
Fading River,3,5,Episode 5,36
Fading River,3,6,Episode 6,38
Fading River,3,7,Episode 7,42
Fading River,3,8,Episode 8,82
Echo Kingdom,1,1,Episode 1,38
Echo Kingdom,1,2,Episode 2,57
Echo Kingdom,1,3,Episode 3,52
Echo Kingdom,1,4,Episode 4,80
Echo Kingdom,1,5,Episode 5,69
Echo Kingdom,1,6,Episode 6,49
Echo Kingdom,1,7,Episode 7,36
Echo Kingdom,1,8,Episode 8,76
Echo Kingdom,2,1,Episode 1,80
Echo Kingdom,2,2,Episode 2,36
Echo Kingdom,2,3,Episode 3,41
Echo Kingdom,2,4,Episode 4,41
Echo Kingdom,2,5,Episode 5,52
Echo Kingdom,2,6,Episode 6,66
Echo Kingdom,2,7,Episode 7,57
Echo Kingdom,3,1,Episode 1,33
Echo Kingdom,3,2,Episode 2,83
Echo Kingdom,3,3,Episode 3,76
Echo Kingdom,3,4,Episode 4,67
Echo Kingdom,3,5,Episode 5,41
Echo Kingdom,3,6,Episode 6,83
Nightfall River Voyager,1,1,Episode 1,76
Nightfall River Voyager,1,2,Episode 2,32
Nightfall River Voyager,1,3,Episode 3,81
Nightfall River Voyager,1,4,Episode 4,86
Nightfall River Voyager,1,5,Episode 5,52
Nightfall River Voyager,1,6,Episode 6,57
Nightfall River Voyager,1,7,Episode 7,39
Nightfall River Voyager,1,8,Episode 8,88
Nightfall River Voyager,1,9,Episode 9,55
Nightfall River Voyager,1,10,Episode 10,38
Nightfall River Voyager,2,1,Episode 1,42
Nightfall River Voyager,2,2,Episode 2,63
Nightfall River Voyager,2,3,Episode 3,42
Nightfall River Voyager,2,4,Episode 4,76
Nightfall River Voyager,2,5,Episode 5,56
Nightfall River Voyager,2,6,Episode 6,58
Nightfall River Voyager,2,7,Episode 7,77
Nightfall River Voyager,3,1,Episode 1,79
Nightfall River Voyager,3,2,Episode 2,72
Nightfall River Voyager,3,3,Episode 3,58
Nightfall River Voyager,3,4,Episode 4,60
Nightfall River Voyager,3,5,Episode 5,47
Nightfall River Voyager,3,6,Episode 6,70
Nightfall River Voyager,3,7,Episode 7,36
Nightfall River Voyager,3,8,Episode 8,48
Nightfall River Voyager,3,9,Episode 9,38
Nightfall River Voyager,4,1,Episode 1,79
Nightfall River Voyager,4,2,Episode 2,78
Nightfall River Voyager,4,3,Episode 3,74
Nightfall River Voyager,4,4,Episode 4,52
Nightfall River Voyager,4,5,Episode 5,43
Nightfall River Voyager,4,6,Episode 6,70
Nightfall River Voyager,4,7,Episode 7,50
Legends Magic,1,1,Episode 1,67
Legends Magic,1,2,Episode 2,57
Legends Magic,1,3,Episode 3,31
Legends Magic,1,4,Episode 4,70
Legends Magic,1,5,Episode 5,68
Legends Magic,1,6,Episode 6,86
Voyager Kingdom Magic,1,1,Episode 1,30
Voyager Kingdom Magic,1,2,Episode 2,56
Voyager Kingdom Magic,1,3,Episode 3,36
Voyager Kingdom Magic,1,4,Episode 4,65
Voyager Kingdom Magic,1,5,Episode 5,69
Voyager Kingdom Magic,1,6,Episode 6,48
Voyager Kingdom Magic,1,7,Episode 7,38
Voyager Kingdom Magic,1,8,Episode 8,33
Voyager Kingdom Magic,2,1,Episode 1,48
Voyager Kingdom Magic,2,2,Episode 2,79
Voyager Kingdom Magic,2,3,Episode 3,79
Voyager Kingdom Magic,2,4,Episode 4,83
Voyager Kingdom Magic,2,5,Episode 5,37
Voyager Kingdom Magic,2,6,Episode 6,39
Voyager Kingdom Magic,2,7,Episode 7,39
Voyager Kingdom Magic,2,8,Episode 8,45
Voyager Kingdom Magic,3,1,Episode 1,33
Voyager Kingdom Magic,3,2,Episode 2,63
Voyager Kingdom Magic,3,3,Episode 3,44
Voyager Kingdom Magic,3,4,Episode 4,36
Voyager Kingdom Magic,3,5,Episode 5,44
Voyager Kingdom Magic,3,6,Episode 6,36
Voyager Kingdom Magic,3,7,Episode 7,54
Voyager Kingdom Magic,4,1,Episode 1,45
Voyager Kingdom Magic,4,2,Episode 2,41
Voyager Kingdom Magic,4,3,Episode 3,36
Voyager Kingdom Magic,4,4,Episode 4,79
Voyager Kingdom Magic,4,5,Episode 5,40
Voyager Kingdom Magic,4,6,Episode 6,83
Voyager Kingdom Magic,4,7,Episode 7,43
Voyager Kingdom Magic,4,8,Episode 8,32
Voyager Kingdom Magic,4,9,Episode 9,51
Voyager Kingdom Magic,4,10,Episode 10,60
Silver Nightfall,1,1,Episode 1,80
Silver Nightfall,1,2,Episode 2,82
Silver Nightfall,1,3,Episode 3,71
Silver Nightfall,1,4,Episode 4,54
Silver Nightfall,1,5,Episode 5,54
Silver Nightfall,1,6,Episode 6,79
Silver Nightfall,1,7,Episode 7,37
Silver Nightfall,2,1,Episode 1,41
Silver Nightfall,2,2,Episode 2,56
Silver Nightfall,2,3,Episode 3,68
Silver Nightfall,2,4,Episode 4,83
Silver Nightfall,2,5,Episode 5,48
Silver Nightfall,2,6,Episode 6,52
Silver Nightfall,2,7,Episode 7,41
Silver Nightfall,3,1,Episode 1,56
Silver Nightfall,3,2,Episode 2,51
Silver Nightfall,3,3,Episode 3,67
Silver Nightfall,3,4,Episode 4,63
Silver Nightfall,3,5,Episode 5,82
Silver Nightfall,3,6,Episode 6,67
Silver Nightfall,3,7,Episode 7,42
Silver Nightfall,3,8,Episode 8,69
Magic Fury Broken,1,1,Episode 1,48
Magic Fury Broken,1,2,Episode 2,41
Magic Fury Broken,1,3,Episode 3,40
Magic Fury Broken,1,4,Episode 4,35
Magic Fury Broken,1,5,Episode 5,58
Magic Fury Broken,1,6,Episode 6,50
Magic Fury Broken,1,7,Episode 7,30
Magic Fury Broken,1,8,Episode 8,85
Magic Fury Broken,1,9,Episode 9,39
Magic Fury Broken,2,1,Episode 1,79
Magic Fury Broken,2,2,Episode 2,56
Magic Fury Broken,2,3,Episode 3,57
Magic Fury Broken,2,4,Episode 4,36
Magic Fury Broken,2,5,Episode 5,80
Magic Fury Broken,2,6,Episode 6,74
Magic Fury Broken,2,7,Episode 7,78
Magic Fury Broken,2,8,Episode 8,39
Magic Fury Broken,2,9,Episode 9,84
Magic Fury Broken,2,10,Episode 10,71
Magic Fury Broken,3,1,Episode 1,52
Magic Fury Broken,3,2,Episode 2,65
Magic Fury Broken,3,3,Episode 3,81
Magic Fury Broken,3,4,Episode 4,78
Magic Fury Broken,3,5,Episode 5,32
Magic Fury Broken,3,6,Episode 6,63
Magic Fury Broken,3,7,Episode 7,60
Magic Fury Broken,3,8,Episode 8,37
Magic Fury Broken,3,9,Episode 9,82
Magic Fury Broken,4,1,Episode 1,34
Magic Fury Broken,4,2,Episode 2,60
Magic Fury Broken,4,3,Episode 3,55
Magic Fury Broken,4,4,Episode 4,36
Magic Fury Broken,4,5,Episode 5,34
Magic Fury Broken,4,6,Episode 6,80
Magic Fury Broken,4,7,Episode 7,45
Magic Fury Broken,4,8,Episode 8,47
Magic Fury Broken,4,9,Episode 9,40
Kingdom Nightfall Neon,1,1,Episode 1,59
Kingdom Nightfall Neon,1,2,Episode 2,72
Kingdom Nightfall Neon,1,3,Episode 3,56
Kingdom Nightfall Neon,1,4,Episode 4,66
Kingdom Nightfall Neon,1,5,Episode 5,74
Kingdom Nightfall Neon,1,6,Episode 6,56
Kingdom Nightfall Neon,1,7,Episode 7,83
Kingdom Nightfall Neon,1,8,Episode 8,55
Kingdom Nightfall Neon,1,9,Episode 9,52
Kingdom Nightfall Neon,1,10,Episode 10,80
Kingdom Nightfall Neon,1,11,Episode 11,52
Kingdom Nightfall Neon,2,1,Episode 1,31
Kingdom Nightfall Neon,2,2,Episode 2,51
Kingdom Nightfall Neon,2,3,Episode 3,63
Kingdom Nightfall Neon,2,4,Episode 4,37
Kingdom Nightfall Neon,2,5,Episode 5,83
Kingdom Nightfall Neon,2,6,Episode 6,38
Kingdom Nightfall Neon,2,7,Episode 7,49
Kingdom Nightfall Neon,2,8,Episode 8,61
Kingdom Nightfall Neon,2,9,Episode 9,44
Kingdom Nightfall Neon,2,10,Episode 10,37
Kingdom Nightfall Neon,3,1,Episode 1,77
Kingdom Nightfall Neon,3,2,Episode 2,63
Kingdom Nightfall Neon,3,3,Episode 3,66
Kingdom Nightfall Neon,3,4,Episode 4,64
Kingdom Nightfall Neon,3,5,Episode 5,79
Kingdom Nightfall Neon,3,6,Episode 6,42
Kingdom Nightfall Neon,3,7,Episode 7,57
Phantom Nightfall Hidden,1,1,Episode 1,49
Phantom Nightfall Hidden,1,2,Episode 2,47
Phantom Nightfall Hidden,1,3,Episode 3,36
Phantom Nightfall Hidden,1,4,Episode 4,36
Phantom Nightfall Hidden,1,5,Episode 5,60
Phantom Nightfall Hidden,1,6,Episode 6,70
Phantom Nightfall Hidden,1,7,Episode 7,39
Phantom Nightfall Hidden,1,8,Episode 8,36
Phantom Nightfall Hidden,1,9,Episode 9,73
Phantom Nightfall Hidden,1,10,Episode 10,66
Phantom Nightfall Hidden,2,1,Episode 1,40
Phantom Nightfall Hidden,2,2,Episode 2,39
Phantom Nightfall Hidden,2,3,Episode 3,43
Phantom Nightfall Hidden,2,4,Episode 4,55
Phantom Nightfall Hidden,2,5,Episode 5,77
Phantom Nightfall Hidden,2,6,Episode 6,68
Crimson Legends,1,1,Episode 1,77
Crimson Legends,1,2,Episode 2,58
Crimson Legends,1,3,Episode 3,71
Crimson Legends,1,4,Episode 4,63
Crimson Legends,1,5,Episode 5,45
Crimson Legends,1,6,Episode 6,80
Crimson Legends,1,7,Episode 7,41
Crimson Legends,1,8,Episode 8,67
Crimson Legends,1,9,Episode 9,72
Crimson Legends,1,10,Episode 10,49
Crimson Legends,1,11,Episode 11,63
Crimson Legends,2,1,Episode 1,84
Crimson Legends,2,2,Episode 2,43
Crimson Legends,2,3,Episode 3,50
Crimson Legends,2,4,Episode 4,41
Crimson Legends,2,5,Episode 5,69
Crimson Legends,2,6,Episode 6,56
Crimson Legends,2,7,Episode 7,38
Crimson Legends,3,1,Episode 1,33
Crimson Legends,3,2,Episode 2,37
Crimson Legends,3,3,Episode 3,40
Crimson Legends,3,4,Episode 4,40
Crimson Legends,3,5,Episode 5,46
Crimson Legends,3,6,Episode 6,54
Crimson Legends,3,7,Episode 7,74
Legends Hidden Future,1,1,Episode 1,38
Legends Hidden Future,1,2,Episode 2,81
Legends Hidden Future,1,3,Episode 3,67
Legends Hidden Future,1,4,Episode 4,53
Legends Hidden Future,1,5,Episode 5,55
Legends Hidden Future,1,6,Episode 6,65
Legends Hidden Future,2,1,Episode 1,77
Legends Hidden Future,2,2,Episode 2,62
Legends Hidden Future,2,3,Episode 3,76
Legends Hidden Future,2,4,Episode 4,80
Legends Hidden Future,2,5,Episode 5,43
Legends Hidden Future,2,6,Episode 6,54
Legends Hidden Future,2,7,Episode 7,52
Legends Hidden Future,2,8,Episode 8,81
Star Future,1,1,Episode 1,44
Star Future,1,2,Episode 2,87
Star Future,1,3,Episode 3,43
Star Future,1,4,Episode 4,67
Star Future,1,5,Episode 5,58
Star Future,1,6,Episode 6,76
Star Future,1,7,Episode 7,33
Star Future,1,8,Episode 8,50
Star Future,2,1,Episode 1,85
Star Future,2,2,Episode 2,57
Star Future,2,3,Episode 3,72
Star Future,2,4,Episode 4,58
Star Future,2,5,Episode 5,42
Star Future,2,6,Episode 6,65
Star Future,2,7,Episode 7,81
Star Future,2,8,Episode 8,72
Star Future,2,9,Episode 9,73
Star Future,2,10,Episode 10,55
Star Future,3,1,Episode 1,87
Star Future,3,2,Episode 2,55
Star Future,3,3,Episode 3,75
Star Future,3,4,Episode 4,53
Star Future,3,5,Episode 5,31
Star Future,3,6,Episode 6,79
Star Future,3,7,Episode 7,89
Voyager Secret Rising,1,1,Episode 1,84
Voyager Secret Rising,1,2,Episode 2,49
Voyager Secret Rising,1,3,Episode 3,86
Voyager Secret Rising,1,4,Episode 4,64
Voyager Secret Rising,1,5,Episode 5,51
Voyager Secret Rising,1,6,Episode 6,33
Voyager Secret Rising,1,7,Episode 7,48
Voyager Secret Rising,1,8,Episode 8,53
Voyager Secret Rising,1,9,Episode 9,82
Voyager Secret Rising,1,10,Episode 10,69
Phantom Wild,1,1,Episode 1,68
Phantom Wild,1,2,Episode 2,65
Phantom Wild,1,3,Episode 3,33
Phantom Wild,1,4,Episode 4,70
Phantom Wild,1,5,Episode 5,71
Phantom Wild,1,6,Episode 6,74
Phantom Wild,1,7,Episode 7,34
Phantom Wild,1,8,Episode 8,38
Phantom Wild,1,9,Episode 9,67
Phantom Wild,2,1,Episode 1,88
Phantom Wild,2,2,Episode 2,82
Phantom Wild,2,3,Episode 3,64
Phantom Wild,2,4,Episode 4,73
Phantom Wild,2,5,Episode 5,86
Phantom Wild,2,6,Episode 6,41
